Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT)
0.640031338,-0.04497625,-0.0920627,0.04442079,-0.000944319,-0.01567627,0.9907854,16.04572,0.7920012,-40.62208
0.650110722,0.01658115,-0.15164,0.1053178,-0.000438823,-0.01708067,0.9975891,15.29788,1.544838,-40.62272
0.660189629,-0.229714,0.02770426,-0.07786466,0.004376376,-0.02242683,0.9902537,15.29788,1.544838,-40.62272
0.670269012,-0.04482608,-0.03206097,0.1052258,0.000518696,-0.02145921,0.9912356,15.29788,1.544838,-40.62272
0.680348396,0.07844472,-0.2710175,0.04406416,-0.000456028,-0.01857241,0.9902807,15.29788,1.544838,-40.62272
0.690427303,0.01682595,-0.03183042,0.1661445,0.005364897,-0.02140462,0.9995048,15.29788,1.544838,-40.62272
0.700506687,-0.1677172,0.1474384,-0.01699939,0.005833042,-0.02191951,0.9941485,15.67066,0.7977152,-41.06153
0.708065987,-0.1061163,0.08766289,0.1049798,-0.000449516,-0.01564891,0.9951646,15.67066,0.7977152,-41.06153
0.718145847,0.01705743,-0.09163849,-0.07822144,-0.002866651,-0.01663321,0.9922408,15.67066,0.7977152,-41.06153
0.728224277,0.07869159,-0.03196189,-0.01715118,0.000529229,-0.02774048,0.9892511,15.67066,0.7977152,-41.06153
0.738304138,0.07868946,-0.03194054,0.1659014,0.001483655,-0.024367,0.9887842,15.67066,0.7977152,-41.06153
0.748383522,-0.04450788,-0.09161209,0.2878478,0.005811038,-0.01663273,0.9912609,15.30895,0.4329805,-40.18955
0.758462429,-0.04454866,0.08776927,0.1044744,0.002944666,-0.01900116,0.9985481,15.30895,0.4329805,-40.18955
0.768541813,0.01706622,-0.0914572,0.3485379,0.001474979,-0.02099123,0.9888047,15.30895,0.4329805,-40.18955
0.778621197,-0.106015,-0.151129,0.04325921,4.76E-05,-0.02143558,0.9951291,15.30895,0.4329805,-40.18955
0.788700104,0.1404118,0.2072932,0.1042536,0.000999243,-0.01806809,0.9936889,15.30895,0.4329805,-40.18955
0.798779488,-0.1059421,0.02801047,0.04315064,-0.002372781,-0.01951737,0.9936827,15.30285,0.8035574,-40.6257
0.808858871,0.01736674,0.08779956,0.04311559,-0.00042829,-0.02336194,0.9956045,15.30285,0.8035574,-40.6257
0.818937778,0.01730621,0.2669931,-0.07892092,-0.000441773,-0.02193618,0.9922068,15.30285,0.8035574,-40.6257
0.829017162,0.01730379,-0.0914808,-0.07905178,0.000523191,-0.02047971,0.9936747,15.30285,0.8035574,-40.6257
0.839096546,0.01734007,0.2670729,0.1039444,0.00389382,-0.01903343,0.9931943,14.55386,1.18569,-41.06548
0.849175453,0.2020724,-0.09149495,0.1649775,0.002930251,-0.02048691,0.992213,14.55386,1.18569,-41.06548
0.859254837,0.1404531,0.02808082,-0.1402048,0.000519624,-0.02291196,0.9902537,14.55386,1.18569,-41.06548
0.869333744,-0.1059589,-0.09143406,-0.07921001,-0.002832564,-0.02771301,0.99412,14.55386,1.18569,-41.06548
0.879413128,-0.04432493,-0.09139428,0.04283354,-0.000920766,-0.02047479,0.9946491,14.55386,1.18569,-41.06548
0.889492512,0.01725096,0.08778045,0.04277973,0.001482727,-0.02291424,0.9897663,15.30285,0.8035574,-40.6257
0.899571419,0.07882689,0.2072436,0.042726,0.003905135,-0.01852419,0.997577,15.30285,0.8035574,-40.6257
0.909650803,0.1404028,-0.09134976,-0.01835721,-0.001874419,-0.02578628,0.9936443,15.30285,0.8035574,-40.6257
0.919730186,-0.16751,0.08797501,-0.01831498,0.001482109,-0.02049099,0.9917274,15.30285,0.8035574,-40.6257
0.929809093,0.1403789,-0.03148372,-0.01833031,0.000524586,-0.02047671,0.9941614,15.30285,0.8035574,-40.6257
0.939888477,0.1403379,0.02851144,0.1646471,0.000516528,-0.0195242,0.9922207,15.67677,0.4271383,-40.62538
0.949967861,-0.1059772,-0.03123602,-0.07958193,0.002459778,-0.02288653,0.9941452,15.67677,0.4271383,-40.62538
0.960046768,0.07883255,-0.03123432,0.2255697,0.003888085,-0.01953068,0.9907583,15.67677,0.4271383,-40.62538
0.970126152,-0.04442296,-0.03132642,0.2255547,3.16E-05,-0.01904531,0.9917373,15.67677,0.4271383,-40.62538
0.980206013,0.01719176,-0.09097998,-0.07964614,-0.000918442,-0.02192454,0.9941537,15.67677,0.4271383,-40.62538
0.990285397,-0.04440806,-0.03121035,0.1034083,0.002444439,-0.01855526,0.9927117,15.66818,1.168356,-41.06004
1.000364304,0.01714861,-0.0313025,0.1033167,-0.002356357,-0.02481614,0.9946238,15.66818,1.168356,-41.06004
1.010443687,0.01714642,0.02856106,0.04219579,-0.002855185,-0.02000297,0.9931936,15.66818,1.168356,-41.06004
1.020522594,-0.04443401,0.2675595,0.1031148,-0.001906493,-0.01712674,0.9902906,15.66818,1.168356,-41.06004
1.030601978,0.07870094,0.02852688,-0.01901622,0.000997071,-0.02049734,0.9907546,15.66818,1.168356,-41.06004
1.038161278,0.01700985,0.02851877,0.1030799,-0.000930219,-0.01952528,0.9922218,15.29922,0.8034935,-41.06334
1.048240662,-0.2908641,0.5662256,0.1030846,4.56E-05,-0.01901532,0.9966038,15.29922,0.8034935,-41.06334
1.058319569,0.01712174,0.08810261,0.04198313,-0.006220234,-0.02143725,0.9956206,15.29922,0.8034935,-41.06334
1.068398953,-0.1060563,-0.1508922,0.04196873,-0.001417123,-0.02535465,0.9853742,15.29922,0.8034935,-41.06334
1.07847786,0.1402739,0.02841353,-0.01913267,0.000534972,-0.01851471,0.999526,15.29922,0.8034935,-41.06334
1.088557243,0.01715391,-0.03142764,-0.01908948,-0.000920615,-0.0243538,0.9912192,16.04572,0.7920012,-40.62208
1.098636627,0.07871061,0.02841735,0.1030702,0.000514209,-0.01371019,0.9966356,16.04572,0.7920012,-40.62208
1.108715534,0.07865042,-0.2704394,0.1640277,-0.001425955,-0.02246414,0.9849051,16.04572,0.7920012,-40.62208
1.118794918,0.01693469,-0.210632,0.1639367,-0.001921064,-0.01909773,0.9834661,16.04572,0.7920012,-40.62208
1.128874302,-0.1678987,-0.2105363,-0.1412634,0.000535586,-0.02530223,0.9936454,16.04572,0.7920012,-40.62208
1.138953209,-0.1062256,-0.1505977,-0.08026731,0.000560538,-0.0257335,1.001915,14.92778,0.8092713,-41.06516
1.149032593,-0.1677478,-0.09073444,-0.01930948,-0.000424097,-0.01462443,1.004903,14.92778,0.8092713,-41.06516
1.159111976,0.07873724,0.02870904,0.04170596,4.45E-05,-0.02241207,0.9931768,14.92778,0.8092713,-41.06516
1.169191837,-0.04457614,0.08840339,-0.01939511,0.002421343,-0.0210295,0.9824778,14.92778,0.8092713,-41.06516
1.179270744,0.2018508,-0.03099963,0.04156293,0.000978782,-0.02102158,0.9839388,14.92778,0.8092713,-41.06516
1.189350128,0.01701728,-0.1504215,0.1636273,5.55E-05,-0.02287333,0.9965804,15.68039,0.4272022,-40.18774
1.199429512,-0.1060252,0.2081311,0.04147773,5.50E-05,-0.02432909,0.9951116,15.68039,0.4272022,-40.18774
1.209508419,-0.1059307,-0.0308831,0.1635038,0.003421491,-0.01852755,0.9970906,15.68039,0.4272022,-40.18774
1.219587803,0.01720416,0.148347,0.1023648,2.14E-05,-0.0161578,0.9907817,15.68039,0.4272022,-40.18774
1.22966671,-0.04431834,-0.03104937,0.2854781,7.62E-06,-0.0200668,0.9824855,15.68039,0.4272022,-40.18774
1.239746094,0.01729622,-0.03091659,-0.01974055,-0.00046486,-0.0156819,0.9898117,15.67429,0.7977791,-40.62389
1.249825477,0.1404503,0.08865813,0.1022858,-0.00140177,-0.01659314,0.998566,15.67429,0.7977791,-40.62389
1.259904384,0.2019875,0.02883511,0.1021956,0.001499777,-0.02190775,0.9965851,15.67429,0.7977791,-40.62389
1.269983768,-0.04436644,0.02872385,0.04111442,0.002441338,-0.01953176,0.9907594,15.67429,0.7977791,-40.62389
1.280063152,0.01724819,0.02870653,-0.1419683,-0.001424093,-0.02100539,0.9868605,15.29674,1.174134,-41.06185
1.290142059,0.01722651,0.2677798,0.1632235,-0.001395267,-0.02239816,0.9956111,15.29674,1.174134,-41.06185
1.300221443,0.07876377,0.02880327,0.04107443,0.00149234,-0.01901424,0.9966027,15.29674,1.174134,-41.06185
1.310300827,-0.229091,-0.2699413,-0.02002583,-0.005743875,-0.02241939,0.9926946,15.29674,1.174134,-41.06185
1.320379734,0.07891388,-0.0306618,-0.02000067,-0.000925106,-0.02096904,0.9926997,15.29674,1.174134,-41.06185
1.330459118,0.3251857,-0.03067959,0.04101563,-0.000440222,-0.02144793,0.993183,15.29674,1.174134,-41.06185
1.340538025,-0.105903,-0.1502145,-0.08105658,0.001476374,-0.02098824,0.9892913,15.29674,1.174134,-41.06185
1.348097324,-0.1674201,0.0291183,-0.02000821,-0.001407817,-0.01806089,0.9951507,15.29674,1.174134,-41.06185
1.358177185,0.07902581,0.02910048,0.04102726,0.001498537,-0.0214255,0.9965881,15.29674,1.174134,-41.06185
1.368256569,0.01740633,0.3875778,0.04103323,0.002915373,-0.01906415,0.9883288,15.29674,1.174134,-41.06185
1.378335953,0.01736513,-0.2699061,-0.02000948,0.000501495,-0.01858669,0.9878469,15.30399,1.174262,-40.18657
1.38841486,0.0788829,-0.150125,-0.01994601,-0.001409526,-0.02339865,0.9897655,15.30399,1.174262,-40.18657
1.398494243,-0.1674518,0.08906031,0.2852074,-0.003339913,-0.01903883,0.9931998,15.30399,1.174262,-40.18657
1.408573627,0.01726115,0.2682336,0.1630585,0.001498071,-0.02288125,0.9951193,15.30399,1.174262,-40.18657
1.418652534,0.07875969,-0.09041083,0.04090969,-0.005757665,-0.01759987,0.9922372,15.30399,1.174262,-40.18657
1.428731918,0.01719857,-0.09035355,-0.02019039,0.000523502,-0.01950921,0.9946539,15.6718,1.16842,-40.6224
1.438810825,0.1402754,-0.03056594,-0.02029922,2.13E-05,-0.01664305,0.9902921,15.6718,1.16842,-40.6224
1.448890209,-0.2291962,-0.03043372,0.162834,-0.005727754,-0.01996015,1.000495,15.6718,1.16842,-40.6224
1.458969593,-0.04438629,-0.1499689,-0.02036327,-0.004286584,-0.01560681,1.002467,15.6718,1.16842,-40.6224
1.4690485,0.01722836,-0.03050738,0.1017788,4.28E-05,-0.01902132,0.9956304,15.6718,1.16842,-40.6224
1.479127884,-0.1673927,0.0888792,-0.08130335,-0.001409833,-0.02000489,0.9927059,15.30285,0.8035574,-40.6257
1.489207268,-0.04416126,0.02911218,-0.08127789,0.003901874,-0.0243502,0.9912155,15.30285,0.8035574,-40.6257
1.499286175,-0.2904961,-0.2098085,0.04078741,-0.000906666,-0.02432381,0.9960855,15.30285,0.8035574,-40.6257
1.509365559,-0.04416639,0.08906957,0.04077451,6.26E-05,-0.02237309,0.999503,15.30285,0.8035574,-40.6257
1.519444942,0.01735128,-0.03048438,0.04072326,0.003428927,-0.02142106,0.9970731,15.30285,0.8035574,-40.6257
1.529523849,0.01740683,0.1486326,0.2848285,-0.003326746,-0.02579936,0.9916989,14.92893,1.179976,-40.62602
1.539603233,0.2019843,0.2082889,0.1016889,0.004369401,-0.02244183,0.9878205,14.92893,1.179976,-40.62602
1.54968214,-0.04433096,-0.03081937,0.101657,3.61E-05,-0.01806581,0.9941763,14.92893,1.179976,-40.62602
1.559761524,-0.04427526,-0.03081819,0.04057643,-0.000915648,-0.01755429,0.9990464,14.92893,1.179976,-40.62602
1.569840908,0.07887882,-0.03079823,0.04058296,-0.002851618,-0.01757072,0.9966148,14.92893,1.179976,-40.62602
1.579919815,-0.04433805,0.08877635,0.04060866,0.000517767,-0.02000646,0.9922178,15.29674,1.174134,-41.06185
1.589999199,0.01725722,0.1484328,0.1016638,-0.000924648,-0.02824181,0.9863295,15.29674,1.174134,-41.06185
1.600078583,-0.1058822,-0.1505183,0.1015553,-0.000455722,-0.02196617,0.9873404,15.29674,1.174134,-41.06185
1.61015749,-0.04430636,-0.09063639,0.04043655,0.004391097,-0.02433485,0.9936483,15.29674,1.174134,-41.06185
1.62023735,0.01736622,0.02897582,0.04032824,-0.001398212,-0.02288941,0.9941482,15.29674,1.174134,-41.06185
1.630316734,0.01746044,0.08865108,-0.02067528,-0.006698759,-0.01852011,0.9995316,15.6718,1.16842,-40.6224
1.640396118,-0.0441784,0.1484766,0.1624201,-0.001415724,-0.0209874,0.9897802,15.6718,1.16842,-40.6224
1.650475025,0.07911091,-0.3294782,-0.0208533,0.002930095,-0.02097216,0.9917234,15.6718,1.16842,-40.6224
1.660554409,0.1407445,-0.03061872,0.04027907,0.002949775,-0.02480918,0.9951064,15.6718,1.16842,-40.6224
1.668113708,0.1408053,0.08887096,0.1012706,-0.000896128,-0.02624082,0.9980204,15.6718,1.16842,-40.6224
1.678192615,-0.1054911,0.2083515,-0.02081976,-0.003344098,-0.01904783,0.9917399,15.3017,0.4328527,-41.06483
1.688271999,0.2023972,0.02897362,-0.02085112,-0.002383318,-0.01760035,0.9917479,15.3017,0.4328527,-41.06483
1.698351383,-0.0439766,-0.03077445,0.04020456,0.001011331,-0.01949685,0.9966002,15.3017,0.4328527,-41.06483
1.70843029,0.1408907,-0.09057881,0.1011836,-0.001407199,-0.02048415,0.9931896,15.3017,0.4328527,-41.06483
1.718509674,-0.04388559,0.02899579,0.1010949,-0.000432471,-0.01900668,0.998064,15.3017,0.4328527,-41.06483
1.728589058,0.01770911,0.02901567,0.04001502,0.000512498,-0.01904795,0.9912503,15.29426,1.544774,-41.06036
1.738667965,0.07932314,0.08869087,0.0399456,0.001475912,-0.01807973,0.9917421,15.29426,1.544774,-41.06036
1.748747349,-0.04387495,0.08865453,0.03991459,2.64E-05,-0.0180868,0.99077,15.29426,1.544774,-41.06036
1.758826256,0.01771971,0.1484237,-0.02110755,0.000540703,-0.02238172,0.9980428,15.29426,1.544774,-41.06036
1.76890564,0.01779415,0.1483874,0.1009205,0.002461174,-0.02288353,0.9946319,15.29426,1.544774,-41.06036
1.778985023,0.01790718,0.02868391,-0.02111193,-0.000908678,-0.02190355,0.9975601,15.30037,1.174198,-40.62421
1.78906393,0.07955963,0.08835952,0.03979081,0.001487218,-0.026299,0.988286,15.30037,1.174198,-40.62421
1.799143791,0.1410186,0.08830479,-0.02134619,-0.003822468,-0.01564544,0.9961404,15.30037,1.174198,-40.62421
1.809223175,0.07935998,0.08826894,0.03965262,-0.000917354,-0.01852779,0.9975806,15.30037,1.174198,-40.62421
1.819302559,0.01768205,0.02852145,-0.0214267,-0.002379133,-0.01759136,0.9932079,15.30037,1.174198,-40.62421
1.829381466,-0.2286725,0.3271565,-0.02145729,-0.000447197,-0.02146293,0.9907499,15.67429,0.7977791,-40.62389
1.83946085,-0.1054028,0.08803034,0.1005137,-0.004778446,-0.01950717,0.9956312,15.67429,0.7977791,-40.62389
1.849540234,-0.04375018,0.2672611,-0.02157575,-0.000924177,-0.02242179,0.9917176,15.67429,0.7977791,-40.62389
1.859619141,-0.1052541,0.08792184,0.1004145,-0.004288454,-0.02579408,0.992673,15.67429,0.7977791,-40.62389
1.869698524,-0.04377574,0.1476544,-0.1437146,-0.000939517,-0.01809052,0.9902841,15.67314,0.4270744,-41.06302
1.879777908,0.01774142,0.2073495,0.2224704,0.002926839,-0.02243391,0.9892814,15.67314,0.4270744,-41.06302
1.889856815,-0.04383978,0.08779711,0.0393133,0.00292715,-0.02146341,0.9902606,15.67314,0.4270744,-41.06302
1.899936199,-0.04382338,-0.1510659,-0.08289093,0.004871023,-0.02288473,0.9941434,15.67314,0.4270744,-41.06302
1.910015106,0.07934946,-0.2107004,0.1001484,0.001006679,-0.0209616,0.9936714,15.67314,0.4270744,-41.06302
1.92009449,-0.04392604,-0.1508179,-0.02190223,-0.000921383,-0.01805153,0.9966104,14.92893,1.179976,-40.62602
1.930173874,-0.2285862,0.08819938,0.100146,-0.000936572,-0.01759927,0.9917468,14.92893,1.179976,-40.62602
1.940252781,0.07928265,-0.09100884,0.03904818,0.004849792,-0.01953596,0.9897842,14.92893,1.179976,-40.62602
1.950332165,-0.04389609,0.1478958,0.03897996,-0.0042931,-0.02289457,0.9936637,14.92893,1.179976,-40.62602
1.960411549,0.0176986,-0.09111784,-0.1441001,-0.000430303,-0.02094169,0.997079,14.92893,1.179976,-40.62602
1.970490456,-0.04378582,-0.03146065,0.1610943,-0.000929753,-0.01806953,0.9936904,15.66818,1.168356,-41.06004
1.978049755,0.01779498,0.1476852,0.1000089,0.000524431,-0.02096196,0.9936717,15.66818,1.168356,-41.06004
1.988129139,-0.04396032,0.08784433,0.1608936,-0.002378205,-0.01904411,0.9922258,15.66818,1.168356,-41.06004
1.998209,-0.04386641,0.08788412,-0.08336902,-0.001416808,-0.02001989,0.9902727,15.66818,1.168356,-41.06004
2.008287907,0.07928718,0.2073471,-0.02234979,0.002465669,-0.02190403,0.9970708,15.66818,1.168356,-41.06004
2.018367291,0.1408238,0.08779476,-0.02245589,-0.001884797,-0.01901976,0.9961185,14.92893,1.179976,-40.62602
2.028446674,-0.1055887,0.147565,0.0995355,0.001960329,-0.02001437,0.9907568,14.92893,1.179976,-40.62602
2.038525581,0.1407796,0.08763049,-0.08352475,0.001503029,-0.02481026,0.9951075,14.92893,1.179976,-40.62602
2.048604965,-0.04403529,-0.03182784,0.09943873,0.000527687,-0.01950021,0.9961137,14.92893,1.179976,-40.62602
2.058684349,0.07913778,-0.09163088,-0.02270687,0.003412655,-0.0200013,0.9927022,14.92893,1.179976,-40.62602
2.068763256,0.07921241,0.1473684,0.03831284,-0.002367206,-0.02386963,0.9917099,14.93504,0.8093991,-40.18987
2.07884264,-0.04398551,0.1472208,-0.02264978,-0.002853639,-0.02387898,0.9902504,14.93504,0.8093991,-40.18987
2.088922024,0.1407464,-0.09184828,-0.02264051,5.19E-05,-0.02094133,0.9970786,14.93504,0.8093991,-40.18987
2.099000931,-0.1057046,0.1472075,0.0383791,0.001007764,-0.0219291,0.993179,14.93504,0.8093991,-40.18987
2.109080314,-0.04412897,-0.09188037,-0.0226986,0.000516994,-0.01806845,0.9936893,14.93504,0.8093991,-40.18987
2.119159221,0.07908291,0.02760207,-0.02270842,-0.001898439,-0.02244351,0.9883119,15.30037,1.174198,-40.62421
2.129238605,0.2022368,0.02758615,0.09935996,-0.005748682,-0.02436939,0.9892763,15.30037,1.174198,-40.62421
2.139317989,0.01755745,-0.09183428,-0.08373842,-0.002357131,-0.02287813,0.9960954,15.30037,1.174198,-40.62421
2.149396896,0.1405565,0.02774194,-0.0837099,-0.002853794,-0.02436424,0.9897608,15.30037,1.174198,-40.62421
2.15947628,-0.04427741,0.08751259,-0.08377728,-0.000931462,-0.02340729,0.9883053,15.30037,1.174198,-40.62421
2.169555664,0.07889602,0.08736516,-0.1448357,0.000537758,-0.02287297,0.99658,15.67677,0.4271383,-40.62538
2.179634571,-0.1058798,0.02763759,0.1603404,0.00100389,-0.0209676,0.9926982,15.67677,0.4271383,-40.62538
2.189713955,-0.04434261,0.08720193,0.03829085,-0.002375726,-0.02000861,0.99222,15.67677,0.4271383,-40.62538
2.199793339,0.01721398,-0.0322746,0.03826192,-0.000932387,-0.01759028,0.9932068,15.67677,0.4271383,-40.62538
2.209872246,0.07878994,0.08730182,0.09922418,-0.000446109,-0.01806617,0.9941767,15.67677,0.4271383,-40.62538
2.219951629,0.07869098,-0.03224995,-0.02286363,0.001975051,-0.02192239,0.9941515,15.30037,1.174198,-40.62421
2.230030536,0.01709127,0.02765232,-0.08390275,-0.001406115,-0.02145165,0.9926971,15.30037,1.174198,-40.62421
2.24010992,-0.106048,-0.2113229,0.03816583,0.001501016,-0.02239,0.9965822,15.30037,1.174198,-40.62421
